otu	Superkingdom	Phylum 	Class	Order	Family 	Genus	Species 
c5c433b9c809f5112839a8eb76a360d7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured rumen bacterium
db450a9552b473436d8855698cce92cf	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp. MS5
c8e1685fbac2ac67c35bcb8f49fec488	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured bacterium
245242d6b16e9f8cb1017229e230b4ea	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	uncultured bacterium
a4de2698d233d9c62f784afdbb2c0955	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	metagenome
3d26ac6c89e2d69a30d0c50c6a880f25	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Catabacter	__
fea12f048a2f20738e1f968118053bf8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	uncultured bacterium
4522379eb651c5c87a83fe75fdedeb67	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Peptoniphilus lacrimalis
724a9624254a653d2ad1e2a2c5b27174	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-003	__
56c85d4d893cfd4ebac031b093e5aec8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnospiraceae bacterium 2_1_46FAA
45e9c946579698afebdac5b49f7b32cd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	uncultured Faecalibacterium sp.
4f17cd31ee0d6da4c05f072790f51697	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Bacteroides sp. Smarlab 3302398
0a910ea0d27b7221f012767eb66b2915	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	__
f448585537f5b7177a76f2196c4348a4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobiaceae	__
4b07605d33ab0ab6052e2c4698fdc79b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	CAG-56	__
15af5eea3d6f269449fdcd43f05b4681	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	Frisingicoccus caecimuris
8a32837527332d2092e2e27dfdd9148b	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	__
139377965356486e2c85c4e1c84a6105	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	uncultured rumen bacterium
514a20cfbe4d953b6de393ad2242906f	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	__
2dd105c3d6343e7c445dc87f69a97c6f	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	Levyella massiliensis
69b9c0af8a031973d142227cfd8a942c	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	Raoultibacter timonensis
ca64f3d02301d2fca5786a793828acbc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola DSM 18177
a0ba7cde65ce5c98ac7109c12c3d790a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	uncultured bacterium
4166dcff3e4ac190c6e7fce6ff5f75a1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia-Obesumbacterium	__
b179b29f5ac02073a995d0258627d88b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Eubacterium sp. Marseille-P3202
0856a9d76f8eb64931f5b672a2b58f85	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	Duodenibacillus massiliensis
92eaef7e8e6c91a50db08155ed9e2be8	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	uncultured bacterium oral clone BE109	uncultured bacterium oral clone BE109
ae39cdfaaf3bde5f9824500be08d67a9	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	__
c8e85c74fd006bf05b48473c3c43590d	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	mouse gut metagenome
65c37e38322767631f7681c45c92208c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	Clostridiales bacterium oral clone MCE3_9
abc60f28efc99e9293d07af313cafa2d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	gut metagenome
c8ef0bf00e5dd7ca1b44f8a790483d0b	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	bacterium OL-1
6da3d052b2b5ea083c0276ed44f4c6ab	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus 2	uncultured bacterium
7a8ef4c9abb22488caf59baefa1e5fdb	Bacteria	Firmicutes	Clostridia	__	__	Clostridia	__
d0d94486053990725c5eb73a07ade67b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	__
c7810b0fe978e350fba0b0af709f08c0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. Marseille-P3087
f3178e6324d812af4dcd22c1785afc8b	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured bacterium
e1f564af815711dbde883bfa902c3b4e	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Parvimonas	__
8ece5f6ba5792c02adde59803082824b	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Clostridium sp. MLG480
a93d86fad1257d9273afb64ff56e4f14	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	__
e9d0fb7d480c53cfa3b6c4f17ec7d732	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	uncultured bacterium
3bad9d5d18ad67bc4b24757c60527f2a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Massilioclostridium coli
485f651644f932bd92e1dd903969ab50	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae	__
ffa14161f97b3b574f62a7c90bca11fd	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	uncultured bacterium
300c7321aad3b876d393047fde497de5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. HGS0025
6dcc8a0bcd747091dc36e5fb1a2bb04f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	uncultured bacterium
4ffd16527b7b364751cbfcb432a4923a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	Marseilla massiliensis
653982baa7505626e02cd1383e32d7c5	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CHKCI002	Coriobacteriaceae bacterium CHKCI002
f9f0734236b2f5afb9012dcdf78683f4	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Ezakiella	Ezakiella peruensis
1f25d0e842e8f01227d505f32ac498d4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	__
b2dd2466f8d2e560fa9b8c860b78a6f7	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	__
399e84867aa275a605cc3ad00e804d41	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured Clostridia bacterium
16c381383be9cd4750402938a0e7abf4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	gut metagenome	gut metagenome
bd3f881b927ce3eb9e01870d6ce6d9bd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	uncultured bacterium
e4511eca942c9ee8334725f5b886d601	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	__
b668f892f2c26d753d12850bd4693986	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	uncultured bacterium
7d4851f36fe15b09da343f2c7183ec69	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Peptoniphilus sp. KHD5
fcc489bf06651e78d58b539ea6a4a479	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	Raoultibacter massiliensis
63ec97f2d88d944af2508a03b0dd13f9	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7 phylum sp. canine oral taxon 308	TM7 phylum sp. canine oral taxon 308
c3190bf3a0995da49e1a5d4f0281b24a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	uncultured bacterium
9439c45de414faecf5c57a32bad3a865	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	__
6a69c02cf9b0fc22870f96ec602be6fd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	uncultured bacterium
c2c86d2012ac51afe6c26bf0393f8f8e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066755	__
0149e93a489ef0968bb099ff31e03e5e	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	[Eubacterium] sulci
dcf88ecf2bece32f3f7a43e87522ab47	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	uncultured Synergistes sp.
be308605aca94de8e390103163466609	Unassigned	__	__	__	__	__	__
b3350a8197a2c9025d2237a73dee6280	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium durum
38c395eb625ea0e22580f2719dd368f0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	__
a8550a83c18f0873dc812901df03a6ef	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	__
8c3db5d2363b4f09ad5866ab149ce5ee	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured organism
31586ed9d520e0c12d16edca061b85b1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	__
78e923fe06234cdafc70a47cd18e74d6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured Anaerotruncus sp.
6efc592ae86a92bea4395bb5a6ffb755	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	__
fe7b2d0a2db8a72c3a5579fbe16729fd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	uncultured bacterium
176a78454458e2c2fb2e70b2da219790	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured Ruminococcus sp.
d627d9c7c00e395a7b962d7fd471f002	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium vaginae
227911db7ac0e8ae01ee040a876c872e	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	Clostridiales vadinBB60 group	__
c597fabbfdad796bf070485711090b2c	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	Mobilibacterium massiliense
ca38706e58453f91000371d93949fc91	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	__
dd041d2c9c6106cf821ea82f798fb770	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
043424f7daead41f8d0fe59c8dd876ed	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	uncultured bacterium
e4bb944a39bdb92765b9ba086a6b1fc3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Sanguibacteroides	__
5c599120e5c35c6beeeeba4545f4c898	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	__
0c82d55a775c170d95e99b591708d5ba	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus mucosae
2e6929013dcd26da894e65b179eb7e87	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	uncultured bacterium oral clone BS003	uncultured bacterium oral clone BS003
c1516dd28466c1299f8ee47a84aac255	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	__
d9f7fff2a2308ea47251e23118513e94	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured Mollicutes bacterium	uncultured Mollicutes bacterium	uncultured Mollicutes bacterium
a5c6d607830f3f57bf0bb599bbccbea8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella viridescens
e62ff1bb2b1213ee296b46a4b6da9511	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Delftia	__
7736218add7ceef032a2cf7f2b526d65	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	__
26e64db668c35d73485c84ba51c0a24f	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	__
87421b2fb8415f0141726ec3bf31f5da	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthellaceae	__
06921fed854ab85f7efec19828e088af	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	Bittarella massiliensis
025d861efd2bb63b16c08140f5bc0a64	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	uncultured	uncultured Coriobacteriales bacterium
44ddb0deabaa01a851418aab87adaa38	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] torques group	uncultured Clostridium sp.
0afcb30dda3e08f839a9f11db4bbe3ac	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcaceae	__
b5d4f2ab799942676865ada5b7261b8e	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae	__
eff784a8bb5224c68442ad155be4fc32	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	__
17c171ce10d22010cabfc28fe6f39010	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners AB-1
21a5e21d6ff01b98983b3a813d6eb607	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	uncultured methanogenic archaeon
6d75462c70adfcdb9e76dfbcc388a8a6	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	uncultured bacterium
2d8088a792420d87e4395f1c27b08cf8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	unidentified
d0e6d333b6bcb980bfdbf8c89aad2ca9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	uncultured organism
c9485c331b0b4776850a463302585dde	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	uncultured bacterium
d98ef0972548e773645f6ba72a6199b4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	metagenome
8271f006777061eb000b304531d07112	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Intestinimonas butyriciproducens
cba600a07219089987c64bcda52c5d16	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	__
8f1c47523f7cc84a02d6f3abf017477d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	Neglecta timonensis
cb6934194c3934538fcf4b3a07d9965b	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Gallicola	__
62f8f96c67a0f118938128eac416dd9f	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	S5-A14a	__
496b3bf9f6908ff956d101ae189c0b46	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	uncultured bacterium
2f4f6149cf2fd780b7442a08f986105a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus] torques group	Ruminococcus sp. AT10
369ba169dc8e3ebf6bba5798e999ccab	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	[Eubacterium] dolichum
840e9b2c8fd818543742cadaaabbacd8	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Neisseria	__
7c2850b363cbe776c758fd02f04d7329	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured organism
4646f6f80ff47275efd75e02b5511b0f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae	__
9b5493cae29cffcb94d097626d8daab8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured bacterium
d4cb7752da9293890d4efb653c92833c	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum	Anaerobiospirillum succiniciproducens
22c0b9692df344ebc9275f8597fc7947	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae	__
454a3769f3b1f0cfa3de8410ab44e3fc	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	__
ca7df31ba70efd1e875bb1d8819b2210	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. HMSC077F02
523d82718688d4e18af671867dce8b65	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	__
aa03cc77a84a2a26a3d4343499d944bd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured organism
5a9411f02a263627ed68feae95ba75af	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	Gordonibacter sp. Marseille-P2775
355e5525dc043531a492fc69a643a61b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotellaceae bacterium DJF_CR25
ace68762a36547462bcc7bd53e325450	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	__
360c7d8982229749ec95239c99cf8696	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	uncultured	__
a68b9686b3e559a98699ba60c33acfb5	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Clostridiales bacterium KA00134
ac0faf90575fa81122a1c69a9b217704	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	uncultured bacterium
006669d6ca5addc06ca6f03f4f266fb3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 1	uncultured organism
08ffa4653ee2a26f70a11b54d1e239ff	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	Sutterella sp. YIT 12072
c041324251795e4619b6361842fab4a5	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	uncultured Eubacteriaceae bacterium
42c02f81bf31f10835781e5d97cc17e7	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp. oral clone FP036
12c30cedff29cacf5a63e02dc553baa1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. Marseille-P2431
f8f6612fa4fb7e34bf69ac2654ddcd35	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica
666245af0f653805d5e06ea902967c02	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7 bacterium human oral taxon HOT-869	TM7 bacterium human oral taxon HOT-869
d0239160918b18198f9f9957d7a43ef3	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter butzleri
7608d8e458e03be4050363caf7476a98	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	__
37a35956e8a5997e47327abd88d6885c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured organism	uncultured organism
9177b84c55f2836a2775763601e00dee	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	__
0a24d68af6642eba388460b145128085	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	__
3998c574125db98e0e10b96c0cf5eea9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	__
a19680b1ec65e7dfda0f171231bd4a5a	Bacteria	__	__	__	__	__	__
2816d29eea0141a0ffc4d9bafc5dea3a	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Massiliomicrobiota timonensis
a804aab502092d35e04c09f4f3bbddac	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	__
50a8acd99e4b0520bd732a39a234ae74	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	__
10352b0d0a7c6c867442183879d530c0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured rumen bacterium	uncultured rumen bacterium
4dd39a332873d523b9ae10ef06aee238	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	__
e4605e651c23a53a775db4f1156e1e59	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis sp. Marseille-P2441
c3c55ae886a1163a91153f00fa3543ad	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	uncultured bacterium
e31756bf121499d5a7f29b04bd8643ca	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Asteroleplasma	uncultured bacterium
619ae79d0af6039518d3377ab3e4024d	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	uncultured bacterium
eccad22a3fbf8e95a54352f463adede7	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	__
9e0bd30fc2297478a43a5f170a2cba6f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter sp. PC13
29d1b5123e42c9fc307b6bd93c92133b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus 2	uncultured Coprococcus sp.
1bf1d087d8823f473538a99b9b190522	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	__	Saccharimonadales	__
1ecf2b12d836c85b854d6d43601cc970	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	__
c3c6b35a7e7fd0a56aab3c29bd47737b	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	__
05cd472b1eea55b4611584c8820e9c26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	__
2dfce7aa747aac82327a149222a68e86	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	Ileibacterium massiliense
d6818cc6428265744c447f491bf7b3b4	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	Parasutterella secunda
ae8aeb757a9ad2aec744fe4a8c967bf6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	uncultured	uncultured organism
4523dfdf2f000915ebb90427596b63cb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens JCM 6334 = ATCC 29426
b18fbcfdfc8873c9855f185f3093af74	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	gut metagenome	gut metagenome	gut metagenome
a2a1a77313fbff156167bf059abafc29	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	Clostridiales bacterium KA00274
22346cee709f62600d24411a70cf5cf4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured bacterium
ed310f520ea6f68481af04ca3763bd8d	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Catabacter	Christensenella massiliensis
ae269c08a5c56e836e1f9bb04085b6f0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas psychrophila
ccb5a785e86e66171281d44ee848f521	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Eubacterium sp. 1-5
c9e5714f867dfa7aae844383fa9d56ad	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella melaninogenica
77de2d361356f2e081b5086efdcacc58	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	__
d8a9849869d608caa6d00cdf6a0ac41b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	__
72c1ef5ebd51be9b4c30e412368789fa	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	uncultured bacterium
c4fabf9647d3b7aa9080e87eb3e1ee31	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-007	__
8568ba38df8a9fc58203e9127fb8826d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	__
caea6ebed2097eeb24653e4b4811ffe6	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured Clostridium sp.
bf0fb5b7ffda644970afde21732b9fdd	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium piscium
ffb22bfc8bc47653d64e89eea274109a	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	__
81e5f91597f01161740f067f41f8145d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	__
